post_id,predicted_tense,true_tense,verbatim_example,exact_match
3dy8wl,0,0,None,True
3igqrf,1,1,"Want to do a rapid bupe detox from dope, but only just stopped bupe habit a week ago.",True
3igsr7,1,1,How soon after bupe habit can I use bupe to quick detox from dope?,True
3nt5ew,0,1,None,True
3nt86s,0,1,None,True
518v54,0,0,None,True
5bd6hr,0,0,None,True
5euhxf,0,0,None,True
5fs1yf,0,0,None,True
5phzns,0,0,None,True
5uo9xj,0,0,None,True
5yylq2,0,0,None,True
6h9s3x,0,0,None,True
6qiqc7,0,0,None,True
7tks4h,0,0,None,True
9k4o50,1,0,In less than 3 weeks I'll be a year clean.,True
ba5tou,0,1,None,True
700v7d,0,0,None,True
7063a7,0,0,None,True
70ke56,1,0,Tomorrow will be 2 weeks off benzos and hard opiates,True
71trdu,1,0,"I will say that I avoided many common opiate withdrawal symptoms this time around, no unbearable RLS, no violent sneezing or yawning Iat least not yet)",True
728w57,0,0,None,True
3cqp6y,0,0,None,True
3cqya9,0,0,None,True
3e1b5s,0,0,None,True
6zkt8s,0,0,None,True
7004qt,1,0,I know it's bound to happen again in the future.,True
73ps8l,0,0,None,True
4uxokl,0,0,None,True
4v188e,0,0,None,True
516elz,0,0,None,True
51asc3,0,0,None,True
534g0g,0,0,None,True
55a8ps,0,0,None,True
57jr8x,0,0,None,True
5ri9pf,0,0,None,True
68a9dh,1,0,haven't had any opis in months,True
6rltyf,0,0,None,True
71cl8c,0,0,None,True
71clao,0,0,None,True
77f9yb,0,0,None,True
607niv,1,0,"In two days, I will be completely out of meds.",True
61qx2n,1,0,Almost five days clean,True
62sbkv,1,0,Day 8 and I am alive and fucking sober,True
63rnxs,0,0,None,True
64xkmj,1,0,I know I am going to be in pain. I know I will want to use.,False
65uequ,1,0,"Still having restless legs, but my regular Dr says they're not related, which means that the only withdrawal symptom I had was insomnia,",True
6a5yn8,1,0,I start my new job in a couple of hours and haven't been to bed yet. It's going to be so weird working SOBER.,True
6ebujs,0,0,What about tomorrow tho.,True
6inwke,1,0,Anniversary of my mom's passing and 90 days clean,True
9x54pd,0,1,None,True
a3ri4d,0,1,None,True
a43ojt,0,0,None,True
55ajwt,0,0,None,True
57ejx7,0,0,None,True
6icb2z,0,0,None,True
6icc1u,1,0,Six months... .,False
6knqqt,0,0,None,True
6xydw9,1,0,I used to run one in r/opiates,True
725rhw,1,0,I’m able to deal and cope with it without loading up a shot of heroin to just push those feelings away for a few hours.,True
725rta,1,0,Nine Months...,True
7lu1ed,1,0,a year ago I was in a hospital bed with a Staff Infection and Pneumonia; I was making plans to go pick up the second I got out...,True
7lu2i9,0,0,None,True
5oht74,1,0,It's day 3 off of a 8 day relapse.,True
5ope6e,1,0,"Dropping the Lope to 6mg today, plan on working out after work, dropping the Benzo to .25mg today and .75mg tonight before bed.",False
5ow3t9,1,0,Hoping I can take some of the good from yesterday and harness it today.,True
5p45ip,0,0,None,True
5paxbr,0,0,None,True
5pieag,1,0,"One week down, working on day 8.",True
5po74b,1,0,"Eight days down, moving into day 9.",True
5q2yd7,1,0,Day 11,True
5q5z00,1,0,I'm wrapping up day 11 in a few hours and figured I'd spew some shit out about progress that might help someone.,True
5qam5y,1,0,Day 14 will sound much cooler on Sunday morning,True
5qh7o9,1,0,Day 13,True
5qnoyr,1,0,Day 14,True
5qul95,1,0,Day 15,True
5r0lya,0,0,None,True
5r8afs,0,0,None,True
5rf4hs,0,0,None,True
5rmcy7,1,0,Closing in on 3 weeks.,True
5rtnk6,1,0,Day 20,True
5s0p8o,1,0,"Symptoms at 3 weeks out... broken sleep of 4-6 hours, morning shits (a very zen one this morning at least), anhedonia waves, come and go restless limbs.",True
5sdy7b,1,0,Felt like day 4 of withdrawals out of the blue.,True
5ssayz,1,0,Day 25,True
5szjvv,0,0,None,True
5t6muw,0,0,None,True
5tm4rq,0,0,None,True
5uej8s,0,0,None,True
2r79os,1,0,it's been four days,True
2rb273,1,0,Day Five....I'm having bad thoughts....,True
2rfvru,0,0,None,True
5sjje4,0,0,None,True
66t8t7,1,0,Day 3,True
6e1wbk,0,0,None,True
6jilbu,0,0,None,True
6jkz19,1,0,Coming on three days,True
6jprrk,1,0,Day three going strong,True
6jqqi2,1,0,I have literally zero memory of this happening.,True
6jtam9,0,0,None,True
6k0l82,0,0,None,True
6k5gpv,1,0,Day 5....still here,True
6kkxof,1,0,One week today.,True
6r2vt5,0,0,None,True
6r4qyt,0,0,None,True
7y61tu,1,0,Clean since December 31!,True
y55tq,0,0,None,True
ygg2m,0,0,None,True
zzech,0,0,None,True
189jzm,0,0,None,True
1dcxyt,0,0,None,True
1ip2y2,0,0,None,True
28ltk2,0,0,None,True
2y148m,1,0,I haven't withdrawaled in over a year!,True
379lfx,0,0,None,True
3d7135,1,0,WD'd for the first time in close to 2 years,True
3gezxz,0,0,None,True
3glfpd,0,0,None,True
3nqeie,1,0,I'm going to get totally straight hamstered!,True
40inra,0,0,None,True
49iuq9,0,0,None,True
49ommq,0,0,None,True
84utu0,0,0,None,True
7k1few,0,0,None,True
7tdpm3,1,0,42 days,True
7xiifr,1,0,I'm going to take my 60 day chip today.,True
8dfzx9,1,0,I know that there is no chance in hell that I can have any opiates without coming unhinged.,True
8ektq0,1,0,I didn't take one.,True
8o0sp1,1,0,"if I had them, they would be 100% gone.",True
930v7p,0,0,None,True
6io4hs,1,0,"It just takes, among the honest desire to remain clean, that dreaded time.",True
77vqr1,1,0,"For anyone who is suffering, feeling trapped, stuck, in that dark, lonely place in their head.",True
7dnif5,1,0,"They put you on Suboxone, or methadone, or any other maintenance drug. And those drugs are made by... the same companies that make the Percocet and the Oxy, etc.",True
7sy08z,0,0,None,True
8ro6ec,1,0,I’ll never forget it- constant memories of using and wanting to use.,True
3l5nw6,0,0,None,True
3m8tmw,1,0,Clean for over two years...,True
3rva6k,0,0,None,True
3rveij,0,0,None,True
422c1l,1,0,Been clean two years,True
43l956,0,0,None,True
481d1a,0,0,None,True
49vwv2,1,0,I haven't shot dope in two years...,True
4bquxv,1,0,If I were to get a single dilaudid 8 and boot it first thing in the am,True
7pej2i,ERROR,0,ERROR,ERROR
7xpgw5,1,0,I am about 90-100 days clean.,True
8s2nwu,0,0,None,True
a041t0,0,0,None,True
aahjui,0,0,None,True
5vveqc,0,0,None,True
71ng3x,0,0,None,True
72vmr4,0,0,None,True
73yc0j,0,0,None,True
74t8q6,0,0,None,True
7brnf4,0,0,None,True
7t9p86,0,0,None,True
7tklhm,0,0,None,True
7uke35,0,0,None,True
819ivi,0,0,None,True
81qb6u,0,0,None,True
851jqd,0,0,None,True
88dktr,1,0,"I had been many times to ER faking back pain to get a shot of Diladuid and Valium, but after 4 visits in 6 months I didn’t wanna raise red flags but had to get high",True
8a44dc,0,0,None,True
8a8cwd,0,0,None,True
8cdcoj,0,0,None,True
8e12qh,0,0,None,True
8ju7q8,0,0,None,True
8lkudz,0,0,None,True
8o62i0,0,0,None,True
8pfne2,0,0,None,True
8pm7yp,0,0,None,True
8wmy45,1,0,.7 of tan and .3 rock of some white powder for a weekend of nods(with a few speedwads) ahead!,True
58dd82,0,0,None,True
5qxv7q,0,0,None,True
5r9qbq,0,0,None,True
5t56zt,0,0,None,True
5zg351,0,0,None,True
67whz4,0,0,None,True
6rly0p,1,0,after 3 months of being clean,True
6u3x5c,0,0,None,True
6u5lb7,1,0,Damn I snifee 5 bags n I an noddin out,True
6u9715,0,1,None,True
6ualhi,0,0,None,True
682d3b,0,0,None,True
6eijd4,0,0,None,True
6fg1j6,0,0,None,True
6trb3k,0,0,None,True
7bmrck,0,0,None,True
7ru9l7,1,0,18 months sober,True
8lklgw,1,0,Almost sober 2 years.,True
962cbt,0,0,None,True
6ecox4,0,0,None,True
6ejlt5,1,0,Day 16,True
6errz8,1,0,Day 17,True
6exs63,1,0,Relapsed,False
6eyew8,0,0,None,True
6fcck9,0,1,None,True
6g781q,1,0,"It feels like more days should have gone by cause it seems to be so damn slow. Im sick of feeling like crap, throwing up, being depressed and i wish it would hurry up and go away.",True
6golmf,0,0,None,True
6gou8x,0,0,None,True
6iaj3m,1,0,Day 15 off Heroin,True
6ihpnl,0,0,None,True
6jbkfz,1,0,Day 20 Without Heroin,True
6jfyax,0,0,None,True
6m41ju,0,0,None,True
6n19x9,1,0,Day 39 Heroin Free,True
6pbh75,1,0,Today i am on day 50 heroin and alcohol free.,True
6tx04u,0,0,None,True
6wx3ln,1,0,Day 86,True
6zbm1j,0,0,None,True
71ehhl,0,0,None,True
77yau9,0,0,None,True
7exdor,1,0,Im on day two without heroin.,True
7gjwh1,1,0,Day 10 heroin free,True
7hl33q,1,0,Day 15,True
822896,1,0,I am 27 off Heroin,False
8vel4c,1,0,I am day 8 off heroin.,True
9wveea,1,0,Day 2 out of Rehab after 3 Months,True
1ym4ee,0,0,None,True
1yops0,0,0,None,True
212fta,0,0,None,True
23nup6,0,0,None,True
2fl0x9,1,0,"I finally decided to listen to everyone on here, and all of my counselors and check out NA.  42 days later, I'm happy to say that I've been to 42 meetings, and I'm a grateful RECOVERING ADDICT.",True
2g6agl,0,0,None,True
2h5exs,1,0,With only 60 days clean myself,True
2hlh1z,1,0,It will be cool to have this to reference too.,True
2irzez,0,0,None,True
2jea88,1,0,"""Must Not Sleep… must warn others""- I got this cause to me it's about staying self aware and in the moment which is a huge part of recovery",True
2jv8il,0,0,None,True
2jytmb,0,0,None,True
2ked9w,0,0,None,True
2lnrmz,0,0,None,True
1pbnkc,1,0,Four Months Clean Today,True
1pha2r,1,0,I still feel like I'm missing something. I guess I am still addicted to chaos.,True
1pnpvq,1,0,This is my first sober Halloween in 5 years!,True
1tzncq,1,0,Six months clean this week,True
7gq0yc,1,0,Today I’ve got 90 days.,True
5lob90,0,0,None,True
5tqmox,0,0,None,True
600t7j,0,0,None,True
60s37k,0,0,None,True
61o3re,0,0,None,True
64ndta,0,0,None,True
64q2i1,0,0,None,True
67d3f9,0,0,None,True
67guh7,0,0,None,True
6bdi2u,0,0,None,True
6gicm6,0,0,None,True
4whcxi,0,0,None,True
4wmevz,0,0,None,True
4yj9xi,0,0,None,True
4yyk78,0,0,None,True
4z0ik4,0,0,None,True
507vuc,0,0,None,True
50t068,0,0,None,True
511dtc,0,0,None,True
51afdr,0,0,None,True
51av7r,0,0,None,True
51i5g8,0,0,None,True
55fkee,0,0,None,True
709dzb,0,0,None,True
70i6vv,0,0,None,True
70p8a0,0,0,None,True
717jp7,1,0,Got blessed today!!!!,True
73dkzj,0,0,None,True
75me0h,0,0,None,True
75v3o8,0,0,None,True
76s9o0,0,0,None,True
7x8stk,0,0,None,True
84a91v,0,0,None,True
3gk4rv,0,0,None,True
56784z,1,0,Fighting the temptations at 8 months clean,True
586zw6,0,0,None,True
4u51gl,0,0,None,True
4ubmn6,0,0,None,True
4vo6wf,0,0,None,True
561s45,0,0,None,True
56u4hy,0,0,None,True
5kmnc9,1,1,I've decided to quit opiates starting tomorrow,True
5lclr7,1,0,through the worst of the physical WDs,False
5liang,0,1,None,True
5s9xqw,0,1,None,True
65cv05,0,0,None,True
66uruk,0,0,None,True
67qd20,0,0,None,True
684n6j,0,0,None,True
68nqa7,0,0,None,True
69xqnx,1,0,"I'm getting some G74s, will be the first opana ive had since August",True
6b9sv9,0,0,None,True
6b9xty,0,0,None,True
6ch1pr,0,0,None,True
6f1fyi,0,0,None,True
6iadgq,0,0,None,True
6iafug,0,0,None,True
71bh1s,1,0,"I was feeling extremely depressed, sweating, cold, jittery/RLS, classic mild WDs.",True
7a369f,0,0,None,True
7a37vk,0,0,None,True
7bh2h1,0,0,None,True
7d4os4,0,0,None,True
7rtg8w,0,0,None,True
7ry0e9,0,0,None,True
7t7r8p,0,0,None,True
8esvcs,0,0,None,True
6pti31,0,0,None,True
6rq4jr,1,0,It finally came in after waiting 10 days!,True
6s4f3m,0,0,None,True
6s4g3u,0,0,None,True
6s9hcr,0,0,None,True
6sfhn8,0,0,None,True
6t76hx,0,0,None,True
6t7aid,0,0,None,True
6t7dy4,0,0,None,True
6te5tz,0,0,None,True
6te81p,0,0,None,True
6tkb44,0,0,None,True
7aan22,1,0,Officially two years clean,True
7d3drl,1,0,Slowly saving back up to rebuild it now that I'm sober.,True
7h5zeb,0,0,None,True
81trra,0,0,None,True
82kro2,0,0,None,True
864n60,0,0,None,True
866m4p,0,0,None,True
86gisl,0,0,None,True
86wml6,0,0,None,True
8adleu,0,0,None,True
8hk9f1,0,0,None,True
8tn4nf,0,0,None,True
8u4r94,0,0,None,True
96dht9,1,0,After a 3 month dry spell,True
973ctk,0,0,None,True
98i3nc,0,0,None,True
9a8qun,0,0,None,True
813uhb,1,0,46 hours in.,True
81bdva,0,0,None,True
81nzm1,0,0,None,True
82lbna,1,0,Tomorrow marks 1 week since my last 2lb dose of PST.,True
83eb0b,0,0,None,True
84cko6,0,0,None,True
85p8rf,1,0,had a real shit day today,True
8bd9d1,0,0,None,True
8w46n9,1,0,just over 4 mos. clean,True
958rvq,1,0,"I had got some weed from an excoworker in preperation for early withdrawals because I'm a baby,",True
au0blm,0,0,None,True
2ygt26,1,0,"It's like ice picks in my brain, The pain is incredible.",False
2yr9h0,0,0,None,True
2ytend,0,0,None,True
2yv6rl,1,0,One. Week. CLEAN!,True
2z48lr,0,0,None,True
2zay7h,0,0,None,True
2zh8zg,0,0,None,True
2znfx6,1,0,I have been clean for two weeks now.,True
2zyvaz,1,0,Seventeen days sober,True
30g3oc,1,0,soon I will be,True
30nqve,0,0,None,True
319i06,0,0,None,True
31nhy0,0,0,None,True
31u79l,0,0,None,True
322nga,1,0,Five weeks under my belt now.,True
32y8tc,1,0,Six weeks clean,True
34h01x,0,0,None,True
36d0kl,1,0,I have been clean for ten weeks and three days,True
38qu2a,1,0,I forget how long I've been clean,True
300yu5,0,0,None,True
3qjtg2,1,0,Today marks 1 year of Sobriety.,True
3qqd04,0,0,None,True
3rf7l6,0,0,None,True
59w2as,1,0,I will say that all that shit is wrong.,True
5hqafy,0,0,None,True
79cnsc,1,0,"I have 1095 days clean today, or 3 years.",True
9sdokj,1,0,will admit I feel disconnected with recovery as a whole.,True
7aua4u,0,0,None,True
9p4b20,0,0,None,True
9rnwdl,0,0,None,True
9uia52,0,0,None,True
9ulwjb,0,0,None,True
33006o,0,0,None,True
37aze9,0,0,None,True
38m7en,0,0,None,True
39zap1,0,0,None,True
3e3bbi,0,0,None,True
3up5g3,1,0,I haven't touched an opiate in almost 5 months.,True
4l2ag5,0,0,None,True
4tpjx0,0,0,None,True
51cous,0,0,None,True
5d90vf,0,0,None,True
6ozbun,0,0,None,True
6rafnn,0,0,None,True
7g1vqd,0,1,None,True
7g5du4,0,0,None,True
7gyelj,1,0,planning on going back to chipping once my tolerance is low enough,True
7jw8g6,0,0,None,True
7rgp0u,0,0,None,True
7t30ft,0,0,None,True
7tzxdn,1,0,kicked my h habit about 3 weeks ago,True
8y0e1z,0,0,None,True
949sge,0,1,None,True
96lipy,1,0,I've recently quit heroin,False
9xg6r4,1,0,Clean for 3 months,True
9xi2xi,1,0,when I was using,True
aavq25,0,0,None,True
afpnp5,0,0,None,True
afx8yx,0,0,None,True
al79i4,0,0,None,True
alh546,0,0,None,True
6s0j7i,1,0,Day 4,True
6s4xxo,0,0,None,True
6s7xs8,0,0,None,True
6sar1g,0,0,None,True
6sd792,1,0,Day 6,True
6sljr4,0,0,None,True
6svd9w,0,0,None,True
6t3kmz,1,0,Still NO SLEEP!!!!,True
6tftx6,1,0,I have a long way to go I know. But it does feel good to not have opiates pumping through me.,True
6txtfr,1,0,Day 13,True
6ulw5h,0,0,None,True
72a4kn,1,0,Stay clean.,True
56618n,0,1,None,True
6u5ay9,1,0,Eventually there would come a time I needed to get off the Suboxone as well.,True
8fyak2,1,0,"Took the subs for 7 days, still felt a bit strange during that time. Probably the kratom withdrawal under the subs.",True
95rt7a,1,0,"if you just STAY THE FUCK AWAY FROM OPIATES, and have a vision of what you want your life to look like.",True
9lvjm6,0,0,None,True
1lnlpj,0,0,None,True
1tf3eu,0,0,None,True
21twgm,0,0,None,True
2270sz,1,0,Tomorrow is my 23 birthday and it'll be good to mark it so when 24 rolls around I can say I have been sober the entire year.,True
2e3dti,0,0,None,True
2o2x9k,1,0,I will go to outpatient and meetings as much as I can.,False
2p3z7g,1,0,24 days clean,True
2qazkg,0,0,None,True
2qyi32,1,0,I would not have been outside and saw that duck if the cosmos did not align in such a way for me to stay sober now for 6 weeks and 3 days.,True
32g10n,1,0,Sober roughly four months now,True
3igjpx,1,0,10 months sober from a decade long stint in heroin,True
3qpa18,1,0,impatient almost a year ago,True
3t0tvc,1,0,Now sober,True
6goqfz,1,0,Exactly 5 months from my 3 years being sober.,True
7ja12y,0,0,None,True
7k5hvx,0,1,None,True
7km083,0,0,None,True
7lowxe,0,0,"I feel like I did five hours ago, like the withdrawls is about to start, but they never do.",True
7p6600,0,0,None,True
7svg3u,1,0,I start my withdrawle today.,False
7tj2l7,0,0,None,True
7triel,1,0,"You gotta find new ways to get a pass from the fucking pain, and even when you are in the clare, the clock is ticking, you better prepare yourself, because if you are not ready, you might just wanna shoot up 10bags at once instead of facing that week.",True
7u95fx,0,0,None,True
8glscb,0,0,None,True
8gtkgq,1,0,I am at day 3 of W,True
96xltz,0,0,None,True
97ozql,0,0,None,True
9dyqcs,0,0,None,True
9pvhtb,0,0,None,True
9v6zja,0,0,None,True
c94690,0,0,None,True
c9vpjg,1,0,I had to start the wd all over,True
cggvwi,0,0,None,True
2po33a,0,0,None,True
2tln7x,0,0,None,True
37oykz,0,0,None,True
3d87cf,0,0,None,True
3lh2yv,0,0,None,True
3li7sr,0,0,None,True
3lnjiv,0,0,None,True
3o1ofl,0,0,None,True
3omxe0,0,0,None,True
31jxvi,0,0,None,True
39mu1q,0,0,None,True
3d63dz,0,0,None,True
3djk9q,0,0,None,True
3erc0l,0,0,None,True
3irkvv,0,0,None,True
3k3ymy,0,0,None,True
3xgj38,0,0,None,True
459p1q,0,0,None,True
6nvhdx,0,1,None,True
6w6ajl,0,0,None,True
6w6ct6,0,0,None,True
75qae3,1,0,in the next 12 hours or so I will oficially have a week clean,True
75r713,0,0,None,True
75z5f4,1,0,Day 8 of my cold turkey withdrawal,True
76n8qh,0,0,None,True
76susr,0,0,None,True
7bwab7,0,0,None,True
7d78f1,0,0,None,True
7imefg,0,0,None,True
7kf1zl,0,0,None,True
7l47az,0,0,None,True
7lo8k1,1,0,Opiate withdrawal,True
7lo9eb,0,0,None,True
7mvmnk,0,1,None,True
7npcnm,0,1,None,True
7szari,0,1,None,True
8461tt,1,0,Im 24 hours in right now and feel quite terrible.,True
86dnqg,0,0,None,True
88suop,0,0,None,True
8ch13k,0,0,None,True
8e96en,1,0,I’m clean now with 25 days sober,True
8rw114,1,0,looking to get sober,True
