post_id,predicted_tense,true_tense,verbatim_example,exact_match
3dy8wl,1,1,I am in for a lengthy and perhaps dangerous nod,True
3igqrf,1,0,I've been messing around with heroin and bupe since about April - my most recent relapse,True
3igsr7,1,0,I've been messing around with heroin and bupe since about April - my most recent relapse. IV dope user for ~8 years.,True
3nt5ew,1,0,Long time H user. IV all the way. Stuck in a cycle. Apart from the habit I'm a very normal person.,True
3nt86s,1,0,Long time H user. IV all the way. Stuck in a cycle.,True
518v54,1,1,I FINALLY managed to stop using H and got on Subs. A few days in I started shooting them,True
5bd6hr,1,1,use,False
5euhxf,1,1,"I'm in Scotland, just scored a half teenth, shot up a couple of times",True
5fs1yf,1,1,"I am the only one in any of my groups of friends who has *our* problem (or some of us anyway). I am a chronic relapsing H addict. I spend maybe half the year in my addiction and half of it on subbies, or abstinent or whatever.",True
5phzns,1,1,"Had a massive hassle free shit, followed *immediately* by my first hit of the day and it was gorgeous.",True
5uo9xj,1,1,"If I've taken 4mg subutex with no PWD reaction, is it safe to then take my full dose?",True
5yylq2,0,1,I've been taking 1mg (rarely 2mg) of xanax a day for 3 weeks now,True
6h9s3x,1,1,Just switched from IV 4 harm redux,True
6qiqc7,1,1,I feel like I need to put this out there in the hope that maybe someone can tell me it'll be okay and that there is a way out.,True
7tks4h,1,1,Remember the days,True
9k4o50,1,0,this time it's finally taken hold,True
ba5tou,1,0,So I’ve just used for 3 weeks (IV) after a good bit of clean time.,True
700v7d,1,0,"I relapsed by starting to use Kratom and then ventured into RC benzos as a way to get off Kratom, but of course that spiraled into abusing both and graduating to harder opiates as well as filling my adderall script.",True
7063a7,1,1,"I quit opiates/benzos/adderall 12 days ago, now I am trying to stabilize on Kratom. I get so easily over-whelmed, and that feeling is really magnified when I stop dosing.",False
70ke56,1,1,"Tomorrow will be 2 weeks off benzos and hard opiates (trying to stabilize on Kratom). I only sleep hour stints, last week I was up for 4 days straight. Everything bothers me, my place is trashed from not doing crap for months... Going outside feels so terrifying, esp when I am physically shaking and in constant cold sweats.",False
71trdu,1,1,"I will quit benzos without tapering, but I will use as much Kratom as needed to get through jumping off DHC.",True
728w57,1,1,Many know I have been dealing with a tough addiction and recent withdrawal.,True
3cqp6y,1,1,I'm my state it's illegal to just buy them,True
3cqya9,1,1,I love my ECP and I love my ambien,True
3e1b5s,1,1,junkie,True
6zkt8s,1,1,But I'm 4 months sober and know my life is going in the positive direction.,True
7004qt,1,1,I'm doing better now with my cravings,True
73ps8l,1,1,I've only got 5 months but I'm telling you. I'm so excited to wake up each day doing something I love.,True
4uxokl,1,1,Best $60 I've ever spent,True
4v188e,1,1,"I'd usually take 2 and snort a half of one for a fast, hard come up and a pretty long high",True
516elz,1,1,well spent,True
51asc3,1,1,My usual for oxy is snorting 15 mg in 2 lines and then breaking up my other 2 15 mg's in a piece of paper towel and eating that.,True
534g0g,1,1,I love weekends,True
55a8ps,1,1,I got my hands on some 300/30 APAP codeines and was wondering how many I would have to CWE to get a buzz going,True
57jr8x,1,1,My weekend just got a little better,True
5ri9pf,1,1,I love the rush and buzz from railing a roxy and popping 2 more,True
68a9dh,1,1,haven't had any opis in months,True
6rltyf,1,1,when I'm high,True
71cl8c,1,1,Beauties,True
71clao,1,1,Steal of the week: 22 15mg oxy's for $80,True
77f9yb,1,1,"Found on r/trashy, thought this would be a better home",True
607niv,1,1,I am not going to look for this shit on the street. What can I do to make it thru detox without killing myself (or really wanting to).,True
61qx2n,1,1,Almost five days clean,True
62sbkv,1,1,"I still haven't had the withdrawals I was expecting, no shitting water, no puking, no seizures (from benzo wd), no sweats.",True
63rnxs,1,1,"Now that I am clean, I can barely get out of bed bc back and knees are so bad.",True
64xkmj,1,1,I am scared bc I know I will want to use,True
65uequ,1,1,"So, ya obvs 26 days clean",True
6a5yn8,1,1,"It's going to be so weird working SOBER. I am happy to be here, sober .",False
6ebujs,1,1,I have 70 something days clean,True
6inwke,1,1,"I celebrated by not using. It was hard, so hard to actually deal with all that pain, and all of those emotions, but I made it.",True
9x54pd,1,0,I know I have everything I need to detox at home,True
a3ri4d,1,0,I have been taking kratom since Tuesday to help withdrawal,True
a43ojt,1,1,"Took the first one last night, and got so, so high.",True
55ajwt,1,1,some of the dopest dope I've ever shoved in a syringe,True
57ejx7,1,1,None,True
6icb2z,1,1,Six months ago I couldn't even go 60 minutes without having to use something.,True
6icc1u,1,1,This is the only period of sobriety I've had in 10 years.,True
6knqqt,1,1,get me through those hard times,True
6xydw9,1,1,used to run one in r/opiates,True
